excipient_names,unii,hpe_monograph,hpe_page,match_method,Emulsifying agent,Antimicrobial preservative,Tablet and capsule diluent,Tablet binder,Stabilizing agent,Solvent,Suspending agent,Coating agent,Viscosity-increasing agent,Emollient,Sweetening agent,Therapeutic agent,Solubilizing agent,Antioxidant,Buffering agent,Flavoring agent,Thickening agent,Plasticizer,Tablet and capsule lubricant,Adsorbent,Oleaginous vehicle,Alkalizing agent,Antiseptic,Disinfectant,Film-forming agent,Sustained-release agent,Wetting agent,Emulsion stabilizer,Humectant,Tablet and capsule disintegrant,Acidifying agent,Aerosol propellant,Skin penetrant,Stiffening agent,Controlled-release agent,Lubricant,Ointment base,Anticaking agent,Diluent,Dissolution enhancer,Gelling agent,Glidant,Sequestering agent,Tablet disintegrant,Dispersing agent,Flavor enhancer,Granulation aid,Opacifier,Tablet filler,Nonionic surfactant,Tonicity agent,Bioadhesive material,Chelating agent,Disintegrant,Tablet diluent,Acidulant,Biodegradable material,Extended-release agent,Mucoadhesive,Penetration agent,Release-modifying agent,Tablet and capsule filler,Anionic surfactant,Antifoaming agent,Cationic surfactant,Colorant,Complexing agent,Dietary supplement,Directly compressible tablet excipient,Dry powder inhaler carrier,Penetration enhancer,Suppository base,Surfactant,Taste-masking agent,Vaccine adjuvant,Water-absorbing agent,Air displacement,Alcohol denaturant,Astringent,Binding agent,Freeze-drying agent,Lyophilization aid,Modified-release agent,Thermal stabilizer,Water-repelling agent,Absorption enhancer,Antacid,Antiadherent,Bioabsorbable material,Biocompatibility enhancer,Biocompatible material,Bittering agent,Bulking agent,Color adjuvant,Color dispersant,Compression aid,Confectionery base,Cooling agent,Cosolvent,Crosslinking agent,Desiccant,Detergent,Diagnostic aid,Encapsulating agent,Enteric coating agent,Esterifying agent,Fecal softener,Foam stabilizer,Foaming agent,Food additive,Gel base,Matrix-forming agent,Medicated confectionary base,Membrane-forming agent,Organic base,Osmotic agent,Pigment,Polishing agent,Preservative,Rheology modifier,Solubility enhancing agent,Sucrose crystallization modifier,Tablet lubricant,Transdermal delivery component,Viscosity-controlling agent,Water-miscible cosolvent
MALTOL,3A9RD92BS4,Maltol,421.0,exact,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POTASSIUM PHOSPHATE, MONOBASIC",4J9FJ0HL51,"Sodium Phosphate, Monobasic",660.0,Exact,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROPYLENE GLYCOL MONOLAURATE,668Z5835Z3,Propylene Glycol,592.0,Exact,,1.0,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
"SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE",593YOG76RN,"Sodium Phosphate, Monobasic",659.0,Exact,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"STARCH, WHEAT",79QS2MG2LP,Starch,685.0,exact,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDETATE SODIUM,MP1J8420LU,Edetic Acid,249.0,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOCUSATE SODIUM/SODIUM BENZOATE,656HXR6YXN,Docusate Sodium,244.0,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
HYDROXYETHYL CELLULOSE (100 MPA.S AT 2%),R33S7TK2EP,Hydroxyethyl Cellulose,311.0,grade_stripped,,,,1.0,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CALCIUM,SY7Q814VUP,Calcium Acetate,82.0,Exact,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VINYL ACETATE,L9MK238N77,Ethylene Vinyl Acetate,268.0,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
"SILICIFIED MICROCRYSTALLINE CELLULOSE (125 .MICRO.M, HIGH-DENSITY)",GRV5BG8C5N,"Cellulose, Microcrystalline",129.0,Exact,,,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PROPYLENE GLYCOL, (R)-",602HN5L69H,Propylene Glycol,592.0,exact,,1.0,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
MICROCRYSTALLINE CELLULOSE 301,W7YXH6D4BD,"Cellulose, Microcrystalline",129.0,grade_stripped,,,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CARBOMER HOMOPOLYMER, UNSPECIFIED TYPE",0A5MM307FC,Carbomer,110.0,Exact,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
MALTOSE,XJ6S9RV06F,Maltose,422.0,exact,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAGNESIUM ALUMINUM SILICATE TYPE IC,XLI9KNX1FT,Magnesium Aluminum Silicate,393.0,grade_stripped,,,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIGH FRUCTOSE CORN SYRUP,XY6UN3QB6S,Fructose,273.0,Exact,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TITANIUM,D1JT611TNE,Titanium Dioxide,741.0,Exact,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
CETYLPYRIDINIUM CHLORIDE,D9OM4SK49P,Cetylpyridinium Chloride,157.0,exact,,1.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEOTAME,VJ597D52EX,Neotame,460.0,exact,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CALCIUM ALGINATE,8P20S56HZI,Calcium Alginate,83.0,exact,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SILICIFIED MICROCRYSTALLINE CELLULOSE (125 .MICRO.M),88X4A2YW6T,"Cellulose, Silicified Microcrystalline",139.0,grade_stripped,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARBOMER HOMOPOLYMER TYPE B (ALLYL PENTAERYTHRITOL OR ALLYL SUCROSE CROSSLINKED),K6MOM3T5YL,Carbomer,110.0,Exact,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
HYDROXYPROPYL CELLULOSE (45000 WAMW),8VAB711C5E,Hydroxypropyl Cellulose,317.0,grade_stripped,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SODIUM,9NEZ333N27,Carboxymethylcellulose Sodium,118.0,NOT in HPE,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MICROCRYSTALLINE CELLULOSE 302,91B875MM4H,"Cellulose, Microcrystalline",129.0,grade_stripped,,,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHENOXYETHANOL,HIE492ZZ3T,Phenoxyethanol,488.0,exact,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SODIUM GLYCOLATE,B75E535IMI,Sodium Starch Glycolate,663.0,NOT in HPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROPYLENE GLYCOL DICAPRYLATE/DICAPRATE,O4446S9CRA,Propylene Glycol,592.0,Exact,,1.0,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
HYDROXYMETHYL CELLULOSE,273FM27VK1,Hypromellose,326.0,Exact,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,,1.0,,,,1.0,,,,,,,,1.0,1.0,,1.0,,,,,,,1.0,,,,,1.0,,,,,1.0,,1.0,,,,,1.0,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
"MENTHYL LACTATE, (-)-",2BF9E65L7I,Ethyl Lactate,256.0,NOT in HPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SODIUM STARCH GLYCOLATE TYPE B,SP4S77AHO6,Sodium Starch Glycolate,663.0,grade_stripped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BORIC ACID,R57ZHV85D4,Boric Acid,68.0,exact,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMMONIUM ALGINATE,Q9QKJ39Q3X,Ammonium Alginate,41.0,exact,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLYCERYL MONOLINOLEATE,4763AXI84L,Glyceryl Monooleate,288.0,NOT in HPE,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNFLOWER OIL,3W1JG795YI,Sunflower Oil,721.0,exact,1.0,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROPYLENE GLYCOL MONOCAPRYLATE,RT9P9S09QI,Propylene Glycol,592.0,NOT in HPE,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
CETYL ACETATE,4Q43814HXS,Ethyl Acetate,253.0,NOT in HPE,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNFLOWER SEED OIL GLYCERETH-8 ESTERS,358X17CAT0,Sunflower Oil,721.0,Exact,1.0,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETHYLCELLULOSE (4 MPA.S),KC5472WRJK,Ethylcellulose,262.0,grade_stripped,,,,1.0,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CAPRYLOCAPROYL POLYOXYLGLYCERIDES, UNSPECIFIED",MJ9J2BSO5V,Polyoxylglycerides,557.0,Exact,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polacrilin,RCZ785HI7S,Polacrilin Potassium,504.0,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLYCINE HYDROCHLORIDE,225ZLC74HX,Glycine,295.0,Exact,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROPYLENE GLYCOL MONO- AND DICAPRYLATE,QJL3I5WV4F,Propylene Glycol,592.0,NOT in HPE,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUCROSE PALMITATE,3OSQ643ZK5,Sucrose,703.0,Exact,,,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PALMITIC ACID,2V16EO95H1,Palmitic Acid,473.0,exact,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium Aluminum Silicate Type Ia,SUS08ZOA9S,Magnesium Aluminum Silicate,393.0,grade_stripped,,,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STEARIC ACID D7,T3B081197X,Stearic Acid,697.0,Exact,1.0,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIBUTYL PHTHALATE,2286E5R2KE,Dibutyl Phthalate,225.0,exact,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CALCIUM ACETATE,Y882YXF34X,Calcium Acetate,82.0,exact,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIMETHICONE 410,TYU5GP6XGE,Dimethicone,233.0,grade_stripped,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Propylene Glycol 1,2-Distearate",T65PN3O37H,Propylene Glycol,592.0,grade_stripped,,1.0,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
CROSCARMELLOSE,029TFK992N,Croscarmellose Sodium,206.0,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUCROSE LAURATE,05Q7CD0E49,Sucrose,703.0,Exact,,,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLOXAMER 181,09Y8E6164A,Poloxamer,506.0,grade_stripped,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
AMMONIUM CHLORIDE,01Q9PC255D,Ammonium Chloride,42.0,exact,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRICAPRILIN,6P92858988,Tricaprylin,751.0,Exact,,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CALCIUM CHLORIDE,M4I0D6VV5M,Calcium Chloride,89.0,exact,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEG-55 HYDROGENATED CASTOR OIL,0WZF1506N9,"Castor Oil, Hydrogenated",128.0,Exact,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATER O-15,63M8RYN44N,Water,766.0,Exact,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SODIUM SULFATE,0YPR65R21J,Sodium Lauryl Sulfate,651.0,NOT in HPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
SILICIFIED MICROCRYSTALLINE CELLULOSE (50 .MICRO.M),DVB3KG8URF,"Cellulose, Silicified Microcrystalline",139.0,grade_stripped,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRON,E1UOL152H7,Iron Oxides,340.0,NOT in HPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
"LYSOPHOSPHATIDYLCHOLINE, SOYBEAN",CQD833204Z,Soybean Oil,682.0,NOT in HPE,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gelatin type b bovine (230 bloom),WIL1404U79,Gelatin,278.0,exact,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
".ALPHA.-TOCOPHEROL ACETATE, DL-",WR1WPI7EW8,Alpha Tocopherol,31.0,NOT in HPE,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALUMINUM,CPD4NFA903,Aluminum Hydroxide Adjuvant,34.0,NOT in HPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SILICA, TRIMETHYLSILYL CAPPED",VU10KU4B9S,Hydrophobic Colloidal Silica,309.0,NOT in HPE,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYRISTIC ACID,0I3V7S25AW,Myristic Acid,455.0,exact,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
